4,3,0.36,Bristol,Connecticut,6010,2400,384900
4,3,1.36,Avon,Connecticut,6001,1892,279900
4,4,2,Simsbury,Connecticut,6070,3723,799000
4,4,1.35,Avon,Connecticut,6001,2512,439000
4,3,1.2,Avon,Connecticut,6001,2977,599000
5,5,1.83,Avon,Connecticut,6001,4642,929995
8,8,0.92,Simsbury,Connecticut,6089,4951,725000
7,7,1.16,Farmington,Connecticut,6032,7180,1395000
4,2,0.34,Plainville,Connecticut,6062,1920,329000
3,2,2.1,Colebrook,Connecticut,6021,1296,255000
4,3,6.67,Granby,Connecticut,6035,2166,357500
3,4,1.85,Farmington,Connecticut,6032,3005,1300000
3,3,1.04,Burlington,Connecticut,6013,1702,368000
3,3,1.69,Avon,Connecticut,6001,2440,424900
4,4,2.31,Canton,Connecticut,6019,2652,649900
3,2,1.44,New Hartford,Connecticut,6057,1440,775000
4,3,0.69,Simsbury,Connecticut,6070,2126,475000
3,2,0.27,Plainville,Connecticut,6062,1246,249900
4,4,0.92,Avon,Connecticut,6001,3300,819900
3,3,1.91,Plainville,Connecticut,6062,2456,449000
3,2,0.69,Simsbury,Connecticut,6089,1520,259900
3,3,1.06,Bloomfield,Connecticut,6002,2408,374990
4,4,2,Granby,Connecticut,6060,2371,475000
3,2,1.36,East Granby,Connecticut,6026,1692,349900
3,2,0.35,Farmington,Connecticut,6085,2108,399000
3,1,0.26,Winchester,Connecticut,6098,1040,169900
2,1,0.39,Bristol,Connecticut,6010,988,204900
3,2,0.3,Bristol,Connecticut,6010,1711,299900
3,2,0.8,Canton,Connecticut,6019,2046,359000
4,3,0.98,Simsbury,Connecticut,6070,2260,469900
3,2,0.58,Simsbury,Connecticut,6070,1762,379000
4,3,0.97,Simsbury,Connecticut,6092,2735,545000
3,2,0.35,Bristol,Connecticut,6010,922,269900
4,3,0.92,Simsbury,Connecticut,6070,1916,424900
3,1,0.35,Bristol,Connecticut,6010,1144,269900
4,3,0.71,Simsbury,Connecticut,6070,2531,529000
6,6,1.68,Farmington,Connecticut,6085,3349,575000
6,3,0.19,Farmington,Connecticut,6085,3072,495000
3,2,0.47,Farmington,Connecticut,6032,1372,349900
3,3,0.34,Plainville,Connecticut,6062,1556,289900
2,1,0.49,Avon,Connecticut,6001,1024,239000
3,2,1.19,Avon,Connecticut,6001,1959,334900
